EP01: IN
EP01: はあ？ | 啊？
EP01: #守护日本天空的航空自卫队，其活动领域未来将向宇宙扩展。各国已经预见到宇宙空间将成为作战区域，而航空自卫队也计划新设「宇宙作战队」作为负责宇宙领域作战的部队，航空自卫队也更名为为「航空宇宙自卫队」。尽管不能完全按字面理解政治家的发言，但可以推测，自卫队与美军可能已经制定了某种针对UFO的应对方法或手册。由于UFO是飞行物体，航空自卫队与其遭遇的可能性会更高。随着自卫队与美军的合作日益紧密，如果某种原因导致美国与外星人进入交战状态，日本恐怕也无法置身事外。即使高喊中立立场，外星人恐怕也不会相信。如此一来，日本被卷入宇宙战争恐怕只是时间问题。
EP01: #视而不见的太空卫生监视任务!?
EP01: #正如前文所述，航空宇宙作战队除了部署宇宙监视雷达外，还计划与JAXA(日本宇宙航空研究开发机构)及美军太空军合作，共同构建宇宙监视系统，实现信息共享。气象卫星、通信卫星等人工卫星已经成为我们日常生活中不可或缺的一部分。不难看出，针对目前仍在持续增加的50多万太空垃圾，采取应对措施已成当务之急。然而……是否这些举措只是为了转移我们对与外星人战争计划的注意力？若与外星人开战，日本很可能成为主要战场。对于美国来说，理想的战场是位于本国领土以外，且非海上这种太空部队无法自由行动的地方。既没有直接敌对关系，还能设置补给与后勤基地的国家，到底会是哪里呢？
EP01: #地球制UFO「TR-A」
EP01: #关于UAP的泄露信息层出不穷，无论是军方人员、遭遇UAP的飞行员，还是声称被UAP追踪的军舰乘员，目击报告从未间断。同时，舆论表示「信息不应被隐瞒，必须公开」，五角大楼不得不承受压力，这股浪潮正在以惊人的速度席卷美国国会和政界。虽然五角大楼已经尽力隐瞒情报，但其体制已不得不作出转变，而那起著名的「罗斯威尔事件」的真相也终于将被揭开。「罗斯威尔事件」发生在1947年7月，美国新墨西哥州的罗斯威尔地区。事发现场的福斯特牧场散落着金属碎片等残骸，而在圣奥古斯丁平原，几乎完整的飞行器与遗体被军方回收。根据笔者近日获得的消息，即将召开的UFO听证会上，「罗斯威尔事件」的秘密将被公之于众。而「2024国防授权法案」与「2024情报授权法案」的通过似乎也已指日可待。究竟美国是否从「罗斯威尔事件」回收的UFO中获得技术推进了群星的研发？「罗斯威尔事件」的真相又究竟如何……
EP01: #罗斯威尔事件的真相终于明了!?
EP01: #2024年法律修正，终于将揭开罗斯威尔事件的真相!!
EP01: #五角大楼想要取得外星生命的UFO!!
EP01: #三角形的飞行物「TR-3A」。UFO技术是来自太空的礼物？
EP01: #对于美国空军秘密研发的战斗机「TR-3A, 代号:  群星」，各位读者想必并不陌生。搭载了反重力引擎的三角形机体，拥有不亚于UFO的潜力。目前世界各地都有过该机体的目击报告，其迷人的魅力吸引了无数目光，堪称浪漫的地球型UFO。(笔者也非常希望能亲眼目睹一次。)如果遭到UAP的攻击，五角大楼将如何应对？答案便是这架群星。性能堪比UFO，甚至可能更胜一筹的群星，恐怕没有什么比它更合适的应对方案了吧。根据泄露的传言称，2019年7月在导弹驱逐舰「拉塞尔」号上拍摄到的三角形UFO，其实是为了击退突然出现在圣地亚哥湾的UAP而出动的群星。此外，还有一个未解之谜，关于最近大热的「定向能量武器『DEWW, Directed-Energy Wild Weapon」。美国多地都有关于耀眼光束的目击报告，还有美国向宇宙发射光束的图像流传出来。关于这些行为是否是为了拦截UAP引发了广泛讨论。不过，这个话题将留在下期详细探讨。
EP01: #注：美国超能力部队的军官
EP01: #注：位于美国犹他州的一座牧场，以超自然和飞碟事件闻名
EP01: #你的力量与潜力还尚未觉醒…
EP01: #「美国国防总部五角大楼」终于承认UFO存在!!
EP01: #奈木综合医院
EP01: #超自然小子
EP01: #注：使被催眠者回溯过去甚至前世的记忆
EP01: #禁止入内
EP01: #注：「TOO SHY SHY BOY!」歌词
EP01: #超自然小子
EP01: #不被承认的世界!!揭秘UFO不为人知的光与影
EP01: #奈木综合医院
EP01: #超自然武装当哒当
EP01: #注：UMA，未确认动物
EP01: #那不是外星人吗
EP01: OUT

EP02: IN
EP02: ヤダ　絶対認めない | 不要 我绝不承认
EP02: 意味がわかりません | 不明白你的意思
EP02: 認めないも何も　ジブンは高倉健です | 什么承不承认的 我就叫高仓健
EP02: やめてー | 别说了
EP02: 聞きたくない | 我不想听
EP02: ヤバい　呪いが | 不好 诅咒
EP02: 綾瀬さん　早く　超能力を | 绫濑同学 快用你的超能力
EP02: イチモツしゃぶらせろやあ | 让我舔舔你的小弟弟
EP02: ありがとうございます | 非常感谢
EP02: ちょっとルール決めよ | 定个规矩
EP02: あんたの名前　禁止 | 不准再提你的名字
EP02: はい | 好
EP02: オカルト好きだから「オカルン」 | 你喜欢超自然话题 就叫你「超然仔」了
EP02: オカルン？ | 超然仔？
EP02: あの名前使ったら殺すから | 再敢提那个名字我就杀了你
EP02: あの名前って　ジブンの名前なんですけど | 什么那个名字 那是我自己的名字
EP02: まあ　しょうがないからそれでいいです | 算了 我也没得选 就这样吧
EP02: まんざらでもなさそうじゃん　オカルン | 你也不是很抗拒嘛 超然仔
EP02: 不本意ですよ | 身不由己罢了
EP02: ちょっと　顔見せてみろ | 来让我看看你的脸
EP02: うれしそうじゃん　オカルン | 你看起来很开心啊 超然仔
EP02: クッサ | 臭死了
EP02: 顔の前で屁こいた　最低 | 对着我的脸放屁 你真差劲
EP02: 綾瀬さんがプレッシャーかけるからでしょうが | 谁叫你给我那么大压力
EP02: ちょっと待って　もう朝じゃん | 等下 怎么天都亮了
EP02: これじゃあターボババア出てこないんじゃね | 这样高速婆婆就不会出现了吧
EP02: そうなんですか | 是吗
EP02: オバケは夜出るもんでしょ | 妖魔鬼怪只会在晚上出现吧
EP02: とりあえず　うち来ない | 总之 你要不要先来我家
EP02: その格好… | 你这身打扮…
EP02: オバケよりヤバいし | 比鬼怪还吓人
EP02: ウチのばあちゃん男に厳しいから気をつけて | 我奶奶对男人非常严格 你要小心
EP02: 前　彼氏が半殺しにされたの | 之前差点把我男朋友杀了
EP02: ちょっ　今それ言うんですか | 事到如今才告诉我吗
EP02: ちょっと　何これ | 这什么情况
EP02: オカルン　大丈夫 | 超然仔 你没事吧
EP02: これか | 原来是这个
EP02: ごめん　オカルン | 抱歉 超然仔
EP02: 結界張ってあったわ | 这里设了结界
EP02: 死ぬかと思った | 我还以为要死了
EP02: オッケー　入ってみて | 好了 进来试试
EP02: 本当に大丈夫ですか | 真的好了吗
EP02: 燃えたらまた川にぶちこんであげるから大丈夫 | 没事的 燃起来就再把你扔到河里
EP02: 怖え | 吓死我了
EP02: セーフ | 安全
EP02: 気分はどう | 感觉如何
EP02: 変化ない | 有什么变化没
EP02: なんか　全身ヒリヒリしますけど | 总感觉浑身火辣辣的
EP02: ていうか　何その頭 | 话说你那是什么发型
EP02: マジウケる　おばちゃんパーマ | 顶个大妈卷 真逗
EP02: 怖っ　何笑ってんすか | 真可怕 有什么好笑的
EP02: こちとら死ぬとこだったんですよ | 我可是差点就没命了
EP02: ばあちゃーん | 奶奶
EP02: あれ　ばあちゃんいない | 奇怪 奶奶不在
EP02: まあいいわ　上がって | 算了 进来吧
EP02: お邪魔します | 打扰了
EP02: ちょっと待ってて | 等我一会
EP02: 着替えるから　ドア閉めて | 把门关上 我要换衣服
EP02: はい | 好
EP02: 綾瀬さん　呪いが | 绫濑同学 诅咒
EP02: ちょっと　いきなり開けないでよ | 喂 不要突然开门啊
EP02: 壁のほう向いといて | 面向墙壁
EP02: すいません | 对不起
EP02: もう　めんどくさい | 真是 麻烦死了
EP02: オカルン　これ着て | 超然仔 穿上这个
EP02: 女物だけど大丈夫っしょ | 虽然是女装 但你应该能穿上
EP02: すいません | 对不起
EP02: そういえば今　アソコないんでしょ | 对了 你现在没那玩意了吧
EP02: え　なんですかそれ | 你在说什么
EP02: すいません　見てません | 对不起 我没看
EP02: もういいよ | 已经可以了
EP02: ねえねえ | 我说
EP02: アソコ見せてよ | 让我看看你那里
EP02: ターボババアが言ってたじゃん | 高速婆婆不是说过嘛
EP02: イチモツ取られてるから呪われてるって | 你的小弟弟被拿走了 所以才会被诅咒
EP02: ない | 没了
EP02: ウソウソどうなってんの | 不会吧 到底怎样了
EP02: ちょっと見せて | 让我看一眼
EP02: 見せられるか　バカか　あんた | 谁要给你看 你傻吗
EP02: いいじゃん　ないんだから | 没关系吧 反正都没了
EP02: あるとかないとかの問題じゃないでしょうが | 这不是有没有的问题吧
EP02: うわ　超ケチじゃね | 你也太小气了
EP02: 最悪だ | 真是糟透了
EP02: どうすんですかこれ　ないですよ | 这下怎么办 真的没了
EP02: ウチが悪いみたいに言わないでよ | 别说得像是我的错一样
EP02: 勝負しろって言ったのはそっちですからね | 不是你叫我去灵异地点试试看吗
EP02: はあ | 什么
EP02: そもそもウチはあんたのオカルト話なんか興味なかったの | 说到底 我对你的超自然话题就不感兴趣
EP02: あんたがめっちゃ話しかけてきてケンカ売ってきたんじゃん | 还不是你一个劲地找我搭话 找我茬吗
EP02: チャンスを逃したくなかったんですよ | 我只是不想错过机会
EP02: ジブンはずっと　友達が欲しかったから | 我一直都想有个朋友
EP02: このチャンスを逃したくないって思ったんですよ | 所以当时一心想着要抓住这次机会
EP02: だから必死に話しかけたんですよ | 所以才会拼命找你搭话
EP02: でも　やっぱり… | 不过 果然…
EP02: 綾瀬さんは住む世界が違うっていうか | 我和绫濑同学是不同世界的人
EP02: ジブンみたいのが話しかけていい人じゃないです | 我这种人不该找你搭话
EP02: すいませんでした | 对不起
EP02: 危険なことに巻き込んでしまって | 把你卷进这么危险的事
EP02: この件が済んだらまた無視してもらっていいですから | 这事结束之后你继续无视我就好
EP02: あんたのそういうとこマジウザい | 你这人就是这点麻烦
EP02: 勝手に他人のこと決めつけて　勝手に自己完結して | 擅自揣测他人的想法 又自顾自下定论
EP02: あんたに友達がいないのは　あんたが遠ざけてるからだろ | 总是在疏远别人 所以你才会没朋友吧
EP02: 「無視していい」なんて言わないでさ | 别再说什么「无视我就好」了
EP02: 普通にオカルトの話しようぜ | 咱们就正常地聊超自然话题吧
